100032	2022-05-13
100054	2021-05-20
100065	2021-06-09
100111	2022-05-12
100138	2021-07-16
100205	2021-05-18
100209	2021-04-26
100374	2022-07-21
100474	2023-05-22
100489	2021-05-20
100493	2021-12-15
100502	2022-05-15
100517	2021-05-11
100592	2021-06-03
100616	2022-09-29
100644	2021-05-18
100752	2021-06-29
100763	2021-05-27
100797	2021-06-01
100828	2021-08-11
100838	2022-05-13
100862	2021-06-07
100963	2021-06-08
100983	2021-07-12
101040	2021-07-07
101073	2023-02-20
101098	2021-07-09
101181	2021-07-13
101194	2022-05-11
101247	2021-07-13
101405	2022-01-20
101442	2022-05-13
101532	2022-05-11
101698	2022-05-13
101717	2022-05-13
101767	2022-05-12
101803	2021-10-06
101988	2022-01-27
102045	2022-03-28
102050	2021-09-15
102137	2022-03-09
102191	2023-11-17
102592	2021-10-13
102670	2021-11-18
102786	2024-12-05
103081	2022-12-19
103177	2022-03-15
103337	2022-03-23
103341	2022-04-12
103346	2022-12-20
103455	2022-05-11
103480	2022-05-10
103678	2022-01-27
103700	2021-12-27
103703	2021-12-16
103711	2022-01-28
103714	2021-12-19
103749	2021-12-17
103769	2022-03-28
103783	2022-01-10
103936	2022-01-07
103968	2022-03-28
103991	2022-01-14
104031	2022-01-17
104108	2022-03-29
104173	2022-01-24
104182	2022-01-23
104225	2022-05-11
104235	2022-01-26
104300	2022-02-05
104425	2022-02-08
104432	2022-02-09
104476	2022-03-18
104527	2023-05-22
104641	2022-03-12
104647	2022-12-08
104846	2022-03-10
105035	2022-03-29
105110	2022-04-01
105265	2022-05-13
105518	2022-12-15
105589	2022-05-15
105623	2022-05-31
105734	2022-06-01
105761	2022-06-08
105803	2022-06-02
105842	2022-07-21
105925	2022-06-24
106304	2022-10-14
106366	2022-07-22
106675	2023-02-15
106882	2022-09-27
106925	2022-10-13
106969	2023-04-28
107065	2023-05-03
107079	2023-03-07
107280	2023-03-15
107329	2023-01-24
107461	2023-02-06
107484	2023-04-04
107574	2023-03-04
107755	2023-02-01
107938	2023-03-04
108090	2022-12-15
108437	2023-01-19
108438	2024-06-08
108468	2023-04-22
108526	2023-03-07
108559	2023-01-31
108579	2023-02-03
108606	2023-03-01
108698	2023-02-09
108887	2023-03-30
108998	2023-05-22
109039	2023-03-19
109042	2023-03-07
109096	2023-05-03
109159	2023-03-20
109160	2023-04-01
109172	2023-03-17
109241	2023-05-15
109247	2023-06-23
109277	2023-04-13
109319	2023-04-18
109320	2023-03-29
109396	2024-05-28
109506	2023-05-05
109514	2023-04-15
109531	2023-04-17
109649	2023-05-03
109678	2023-08-11
109745	2023-05-12
109751	2023-08-31
109761	2023-08-09
109871	2023-05-19
109876	2023-12-12
109899	2024-01-15
109923	2023-06-03
109958	2024-06-02
110064	2023-07-19
110075	2017-12-05
110084	2024-02-02
110102	2023-06-23
110122	2023-07-19
110197	2023-08-07
110295	2023-12-15
110441	2023-07-15
110463	2023-07-01
110524	2023-07-17
110535	2023-07-19
110566	2023-08-07
110580	2023-07-11
110809	2023-07-27
110927	2023-08-16
111272	2023-10-16
111286	2024-02-05
111705	2023-11-15
111710	2024-02-29
112301	2023-11-17
112427	2023-11-15
112436	2024-02-13
112439	2024-02-02
112482	2023-12-14
112594	2024-01-19
112619	2023-11-24
112632	2024-08-06
112658	2023-12-08
112744	2023-11-30
112765	2023-11-29
113031	2023-12-16
113063	2024-09-05
113064	2024-01-03
113083	2024-02-23
113088	2024-01-24
113141	2024-05-01
70272	2016-03-30
79064	2018-02-19
79077	2017-01-20
79118	2017-01-24
79290	2017-01-31
79308	2019-03-30
79377	2017-02-15
79461	2017-04-12
79474	2017-10-18
79501	2021-08-11
79503	2017-02-20
79504	2020-07-26
79519	2017-04-12
79606	2017-02-20
79679	2017-02-23
79687	2017-03-14
79746	2017-03-01
79796	2017-03-07
79825	2017-03-03
79865	2017-01-31
80043	2017-06-17
80073	2017-03-17
80178	2017-05-08
80186	2017-05-09
80415	2017-04-17
80431	2021-06-21
80456	2021-05-21
80575	2019-06-25
80829	2017-06-19
80913	2017-05-30
80916	2019-03-07
80935	2017-09-18
80956	2018-04-05
81164	2017-06-29
81311	2022-05-13
81675	2017-12-15
81796	2017-08-10
81888	2017-12-15
81942	2017-09-05
82075	2019-08-30
82110	2021-07-10
82152	2018-04-05
82239	2020-10-20
82294	2019-01-08
82299	2017-10-06
82336	2018-03-23
82461	2018-01-29
82593	2017-12-19
82643	2020-02-26
82764	2018-02-16
82833	2020-09-19
82873	2021-06-12
82899	2018-05-18
82980	2022-05-12
83058	2017-11-28
83116	2017-12-19
83187	2017-11-29
83205	2017-12-16
83217	2017-12-15
83227	2018-02-16
83374	2019-07-05
83796	2018-02-01
83825	2018-01-16
83835	2018-02-16
83895	2018-01-22
83956	2018-01-26
83958	2018-03-03
84001	2017-12-05
84098	2018-01-30
84151	2018-02-16
84222	2018-06-25
84296	2018-02-09
84306	2018-07-03
84314	2018-02-21
84330	2018-02-15
84348	2018-02-19
84375	2018-02-16
84426	2018-02-27
84434	2018-03-01
84445	2018-03-03
84447	2018-02-26
84449	2018-03-03
84494	2021-02-01
84520	2018-02-27
84558	2018-06-25
84578	2018-03-02
84590	2018-03-02
84605	2019-03-04
84689	2021-04-22
84694	2018-03-05
84698	2019-06-18
84708	2018-03-05
84820	2018-03-15
84850	2018-03-21
84851	2018-10-24
84892	2018-03-21
84927	2018-03-22
84993	2018-10-11
85014	2019-03-18
85060	2018-04-03
85061	2018-03-27
85067	2018-03-27
85141	2018-04-04
85146	2018-04-04
85148	2018-04-04
85155	2019-10-23
85262	2018-04-09
85277	2018-04-09
85356	2018-04-12
85363	2018-05-16
85386	2018-02-15
85437	2018-04-25
85464	2018-04-19
85493	2022-02-21
85545	2018-04-27
85558	2019-03-13
85646	2018-05-09
85659	2018-06-25
85662	2018-06-22
85739	2018-06-03
85743	2018-11-01
85761	2018-06-03
85764	2018-06-11
85866	2018-05-23
85883	2018-05-29
85901	2020-10-15
86018	2019-01-30
86044	2019-04-12
86190	2018-08-01
86374	2018-07-13
86439	2021-06-23
86473	2020-05-05
86521	2023-06-14
86610	2019-01-17
86648	2019-01-17
86747	2020-02-26
86763	2018-08-17
86823	2018-12-14
86953	2019-04-16
87150	2018-09-08
87324	2018-09-19
87327	2020-02-26
87425	2018-09-25
87436	2019-01-08
87480	2020-02-26
87506	2019-08-30
87530	2020-09-17
87531	2018-12-13
87547	2018-10-11
87554	2020-02-26
87571	2019-03-11
87750	2019-03-09
87820	2022-03-09
88049	2019-02-28
88110	2018-11-20
88114	2019-01-11
88123	2019-03-08
88183	2019-03-08
88252	2021-07-14
88368	2019-02-20
88380	2020-02-26
88548	2021-01-23
88554	2019-01-08
88578	2022-05-11
88580	2021-04-27
88690	2019-03-08
88757	2019-01-23
88795	2019-02-14
88815	2019-01-27
88830	2019-01-14
88857	2019-05-07
88875	2019-01-18
88969	2019-01-25
88979	2019-03-13
88986	2019-02-13
89036	2019-02-14
89050	2019-01-17
89158	2019-02-06
89187	2019-08-30
89212	2019-02-26
89214	2019-05-07
89217	2019-02-17
89315	2019-02-17
89331	2019-04-03
89387	2019-02-19
89390	2019-02-23
89392	2019-09-02
89403	2019-08-30
89419	2019-02-23
89420	2019-02-22
89422	2019-03-08
89481	2019-02-26
89511	2019-05-07
89512	2019-08-30
89532	2019-03-01
89652	2019-03-14
89682	2019-03-18
89705	2019-05-07
89744	2019-03-30
89761	2019-03-18
89836	2019-03-28
89913	2019-11-19
89914	2019-04-08
89917	2020-02-25
89974	2019-04-04
90124	2019-04-17
90138	2019-04-19
90171	2019-05-07
90190	2019-04-20
90199	2020-09-20
90210	2020-10-01
90212	2020-05-25
90243	2019-04-26
90448	2021-03-09
90449	2019-06-11
90505	2020-03-04
90538	2019-08-12
90546	2020-02-26
90623	2019-07-31
90691	2020-02-11
90749	2020-05-25
90801	2019-06-13
90825	2019-06-13
90858	2019-10-04
90916	2020-01-14
90938	2020-03-05
90951	2020-02-26
90996	2020-05-15
91098	2019-07-20
91179	2020-01-10
91230	2019-08-02
91334	2019-08-05
91377	2020-04-04
91378	2019-08-12
91606	2019-10-16
91759	2020-03-18
91768	2021-09-18
91826	2024-09-25
91845	2019-09-24
91907	2019-09-24
91911	2022-01-20
91921	2019-09-28
91933	2022-05-13
92001	2019-10-08
92062	2019-10-22
92068	2020-03-15
92103	2020-11-25
92106	2019-10-22
92134	2019-10-30
92385	2022-05-15
92531	2020-01-17
92582	2020-01-14
92593	2020-02-05
92604	2021-05-20
92732	2020-02-14
92745	2020-02-26
92776	2020-01-29
92806	2020-03-24
92859	2019-12-16
92869	2019-12-11
92907	2020-01-22
92918	2022-04-12
92944	2022-01-27
93046	2022-09-29
93107	2023-05-08
93138	2020-01-05
93143	2020-01-10
93169	2020-02-20
93207	2020-04-14
93238	2020-01-13
93248	2020-03-15
93286	2020-05-15
93310	2020-06-04
93400	2020-01-25
93413	2022-11-03
93480	2020-12-22
93496	2018-06-01
93559	2020-02-05
93614	2021-12-04
93633	2020-02-09
93675	2020-02-12
93803	2020-02-26
93805	2020-03-23
93905	2020-02-26
93998	2020-03-03
94024	2020-08-04
94041	2022-01-07
94102	2021-04-29
94124	2020-03-12
94175	2020-03-20
94462	2020-04-07
94470	2020-04-13
94492	2021-06-01
94549	2020-04-22
94590	2020-05-07
94616	2021-05-14
94632	2020-04-18
94719	2020-04-22
94772	2020-04-27
94775	2021-01-28
94799	2020-10-28
94819	2020-04-29
94885	2020-05-08
94926	2020-05-28
94932	2020-10-01
94944	2022-02-18
94951	2020-09-16
95074	2020-05-12
95303	2020-07-07
95311	2020-06-01
95328	2020-09-16
95369	2020-06-16
95371	2020-05-30
95466	2020-06-01
95486	2021-05-20
95567	2021-10-06
95629	2020-06-17
95678	2020-06-16
95999	2022-03-10
96003	2020-07-31
96052	2020-07-10
96078	2021-03-04
96121	2021-11-19
96164	2020-08-11
96199	2021-03-04
96204	2021-07-01
96229	2020-10-13
96299	2021-05-19
96330	2021-03-06
96560	2021-06-11
96623	2021-01-22
96840	2020-12-18
96876	2022-02-09
96934	2021-05-04
96994	2020-10-05
97099	2020-09-21
97121	2021-04-13
97186	2020-09-24
97279	2021-05-11
97297	2020-10-06
97328	2020-10-22
97427	2021-01-05
97523	2020-11-19
97533	2017-08-29
97679	2021-04-08
97819	2021-04-27
98231	2021-01-13
98249	2022-05-13
98329	2021-01-07
98332	2020-12-23
98333	2021-04-09
98413	2020-12-23
98441	2021-01-07
98486	2021-10-06
98545	2021-01-22
98551	2021-01-09
98570	2021-02-03
98611	2021-03-31
98620	2021-01-12
98642	2021-01-29
98644	2022-03-12
98712	2021-10-06
98744	2021-01-22
98745	2021-01-17
98802	2021-02-04
98844	2021-02-04
98930	2021-10-05
99033	2021-04-22
99120	2021-04-09
99180	2021-05-20
99213	2021-02-25
99251	2021-03-02
99365	2021-03-06
99374	2021-04-09
99389	2021-03-05
99565	2021-03-25
99613	2021-04-22
99664	2021-07-16
99683	2021-04-27
99700	2021-04-16
99815	2021-03-31
99844	2021-04-08
99980	2021-12-16
18477	2014-01-17
18506	2014-01-16
18542	2015-06-10
18544	2014-01-19
18551	2014-01-20
18608	2013-09-26
18746	2014-04-22
18852	2014-02-28
18876	2014-02-18
19010	2014-03-05
19066	2014-03-26
19104	2014-03-14
19172	2014-03-20
19178	2014-04-15
19195	2014-11-17
19240	2014-03-25
19352	2014-05-23
19452	2014-04-17
19681	2014-06-23
19729	2014-05-13
19741	2017-10-04
19748	2014-05-15
19767	2014-05-20
19808	2018-06-12
19879	2014-06-03
19902	2014-06-04
19993	2014-06-11
20208	2014-07-23
20227	2014-07-08
20259	2014-07-10
20268	2015-07-22
20346	2014-07-17
20445	2014-07-25
20496	2014-07-31
20671	2014-08-15
20716	2014-08-24
20744	2015-03-23
20771	2014-08-27
20930	2014-10-15
21332	2015-06-29
21351	2014-10-24
21367	2014-10-28
21803	2015-08-25
21942	2014-12-19
21969	2014-12-19
22017	2015-02-26
22056	2015-01-09
22075	2015-03-24
22307	2016-10-04
22310	2015-01-27
22354	2015-04-27
22396	2015-01-30
22465	2015-02-05
22566	2015-02-19
22591	2015-02-21
22673	2015-02-24
22763	2017-11-16
22793	2015-03-06
22855	2015-03-20
22877	2017-05-11
22924	2016-10-05
23186	2015-04-10
23215	2015-07-14
23303	2017-08-29
23421	2017-12-14
23629	2015-05-22
23802	2015-07-12
23828	2015-06-12
23931	2015-06-27
23942	2015-06-29
24289	2015-08-13
24730	2015-10-26
24921	2015-10-02
25661	2015-11-30
25731	2015-12-03
26134	2016-01-19
26182	2019-04-22
26841	2016-04-06
26893	2016-03-11
27027	2017-07-31
27047	2016-04-29
27155	2016-04-25
27811	2016-05-26
27941	2016-06-20
27994	2016-07-27
28023	2016-06-10
28039	2019-04-22
28060	2016-06-09
28064	2020-07-10
28096	2016-06-30
28105	2016-06-14
28195	2016-06-28
28337	2017-12-14
28394	2016-07-02
28460	2017-08-31
28885	2016-10-03
28978	2016-08-16
29087	2016-11-27
30305	2017-01-08
30361	2017-01-31
30559	2019-03-29
30586	2016-12-09
30595	2018-04-12
30831	2016-10-28
30844	2016-10-31
31639	2017-01-28
31701	2017-01-20
31852	2018-09-10
32172	2017-06-12
32673	2017-04-20
32898	2018-06-13
32990	2018-03-16
32992	2018-02-26
33158	2017-05-26
33189	2017-06-30
33471	2017-06-20
33904	2017-10-26
34402	2017-09-08
34644	2017-10-18
34796	2017-10-23
34970	2017-10-22
35027	2017-11-03
35039	2017-10-28
35655	2018-08-07
35832	2018-04-08
36055	2018-02-07
36181	2018-02-01
36747	2018-03-17
36810	2018-04-19
37172	2018-06-14
37265	2018-10-08
37556	2020-08-25
37631	2018-05-30
37768	2018-06-20
37918	2018-06-25
38257	2018-07-22
38671	2019-11-07
40238	2019-01-07
40313	2019-01-22
40323	2019-04-25
40395	2018-10-31
40682	2019-04-10
40858	2021-02-23
41192	2019-04-16
41607	2019-04-26
41677	2019-05-02
41743	2020-01-11
42111	2019-06-05
42126	2019-01-27
42205	2019-06-17
42211	2020-02-01
42276	2019-06-14
42513	2019-08-24
42581	2019-08-26
42694	2019-06-19
42778	2019-07-30
42961	2021-03-10
42980	2019-09-22
43232	2017-10-03
43390	2019-10-15
43519	2019-10-03
44361	2021-05-20
44658	2020-01-26
44671	2010-11-23
44673	2020-01-31
44699	2020-06-24
44809	2020-02-06
45087	2020-03-03
46790	2020-07-30
47175	2020-10-09
47176	2020-09-25
47270	2020-08-26
47555	2020-09-17
47805	2020-10-15
47861	2020-10-30
48545	2021-02-09
48687	2021-01-14
49020	2021-02-03
49724	2021-03-25
50561	2021-06-02
50590	2021-07-15
50779	2021-10-14
51484	2021-11-04
51547	2021-10-18
52970	2022-02-01
53012	2022-02-01
53354	2022-10-20
56864	2022-08-05
60082	2023-05-01
62102	2023-05-25
62174	2023-05-11
64088	2023-08-02
64923	2023-08-24
68024	2023-10-03
73666	2023-10-03